Fecha,Region,Producto,Ventas,Costos
2023-02-21,Sur,B,86,192
2023-02-21,Sur,C,85,126
2023-02-21,Sur,D,358,295
2023-02-21,Este,A,130,113
2023-02-21,Este,B,281,268
2023-02-21,Este,C,309,69
2023-02-21,Este,D,201,41
2023-02-21,Oeste,A,94,193
2023-02-21,Oeste,B,165,214
2023-02-21,Oeste,C,264,96
2023-02-21,Oeste,D,365,276
2023-02-22,Norte,A,62,75
2023-02-22,Norte,B,470,208
2023-02-22,Norte,C,123,198
2023-02-22,Norte,D,377,38
2023-02-22,Sur,A,490,190
2023-02-22,Sur,B,242,218
2023-02-22,Sur,C,130,275
2023-02-22,Sur,D,192,176
2023-02-22,Este,A,287,173
2023-02-22,Este,B,190,67
2023-02-22,Este,C,141,272
2023-02-22,Este,D,328,258
2023-02-22,Oeste,A,288,293
2023-02-22,Oeste,B,102,65
2023-02-22,Oeste,C,358,294
2023-02-22,Oeste,D,177,114
2023-02-23,Norte,A,341,199
2023-02-23,Norte,B,334,118
2023-02-23,Norte,C,130,192
2023-02-23,Norte,D,216,226
2023-02-23,Sur,A,54,64
2023-02-23,Sur,B,105,172
2023-02-23,Sur,C,497,239
2023-02-23,Sur,D,409,36
2023-02-23,Este,A,118,73
2023-02-23,Este,B,459,276
2023-02-23,Este,C,307,201
2023-02-23,Este,D,454,96
2023-02-23,Oeste,A,102,195
2023-02-23,Oeste,B,275,135
2023-02-23,Oeste,C,187,291
2023-02-23,Oeste,D,443,147
2023-02-24,Norte,A,453,59
2023-02-24,Norte,B,74,64
2023-02-24,Norte,C,70,38
2023-02-24,Norte,D,234,58
2023-02-24,Sur,A,282,203
2023-02-24,Sur,B,204,147
2023-02-24,Sur,C,90,25
2023-02-24,Sur,D,185,224
2023-02-24,Este,A,392,103
2023-02-24,Este,B,308,44
2023-02-24,Este,C,376,30
2023-02-24,Este,D,310,72
2023-02-24,Oeste,A,428,266
2023-02-24,Oeste,B,468,181
2023-02-24,Oeste,C,205,275
2023-02-24,Oeste,D,190,290
2023-02-25,Norte,A,255,289
2023-02-25,Norte,B,387,227
2023-02-25,Norte,C,360,182
2023-02-25,Norte,D,158,199
2023-02-25,Sur,A,263,264
2023-02-25,Sur,B,98,92
2023-02-25,Sur,C,471,262
2023-02-25,Sur,D,282,240
2023-02-25,Este,A,152,118
2023-02-25,Este,B,84,94
2023-02-25,Este,C,173,82
2023-02-25,Este,D,128,296
2023-02-25,Oeste,A,308,105
2023-02-25,Oeste,B,123,286
2023-02-25,Oeste,C,80,140
2023-02-25,Oeste,D,218,27
2023-02-26,Norte,A,468,197
2023-02-26,Norte,B,314,214
2023-02-26,Norte,C,314,148
2023-02-26,Norte,D,159,99
2023-02-26,Sur,A,390,212
2023-02-26,Sur,B,419,28
2023-02-26,Sur,C,267,241
2023-02-26,Sur,D,419,220
2023-02-26,Este,A,217,297
2023-02-26,Este,B,97,211
2023-02-26,Este,C,394,227
2023-02-26,Este,D,388,253
2023-02-26,Oeste,A,270,252
2023-02-26,Oeste,B,351,105
2023-02-26,Oeste,C,170,251
2023-02-26,Oeste,D,478,276
2023-02-27,Norte,A,263,117
2023-02-27,Norte,B,329,190
2023-02-27,Norte,C,408,221
2023-02-27,Norte,D,227,294
2023-02-27,Sur,A,284,180
2023-02-27,Sur,B,60,211
2023-02-27,Sur,C,131,171
2023-02-27,Sur,D,154,120
2023-02-27,Este,A,458,176
2023-02-27,Este,B,285,274
2023-02-27,Este,C,366,169
2023-02-27,Este,D,123,275
2023-02-27,Oeste,A,324,251
2023-02-27,Oeste,B,393,69
2023-02-27,Oeste,C,244,85
2023-02-27,Oeste,D,459,102
2023-02-28,Norte,A,384,96
2023-02-28,Norte,B,150,68
2023-02-28,Norte,C,444,133
2023-02-28,Norte,D,257,109
2023-02-28,Sur,A,169,20
2023-02-28,Sur,B,79,297
2023-02-28,Sur,C,457,267
2023-02-28,Sur,D,460,212
2023-02-28,Este,A,330,140
2023-02-28,Este,B,322,30
2023-02-28,Este,C,155,164
2023-02-28,Este,D,449,259
2023-02-28,Oeste,A,357,100
2023-02-28,Oeste,B,452,63
2023-02-28,Oeste,C,179,219
2023-02-28,Oeste,D,81,33
2023-03-01,Norte,A,225,104
2023-03-01,Norte,B,153,25
2023-03-01,Norte,C,317,243
2023-03-01,Norte,D,303,26
2023-03-01,Sur,A,288,39
2023-03-01,Sur,B,494,124
2023-03-01,Sur,C,119,80
2023-03-01,Sur,D,408,173
2023-03-01,Este,A,297,259
2023-03-01,Este,B,163,53
2023-03-01,Este,C,360,270
2023-03-01,Este,D,306,247
2023-03-01,Oeste,A,162,38
2023-03-01,Oeste,B,63,70
2023-03-01,Oeste,C,128,92
2023-03-01,Oeste,D,218,275
2023-03-02,Norte,A,405,247
2023-03-02,Norte,B,399,276
2023-03-02,Norte,C,313,151
2023-03-02,Norte,D,294,206
2023-03-02,Sur,A,166,107
2023-03-02,Sur,B,123,67
2023-03-02,Sur,C,53,274
2023-03-02,Sur,D,321,76
2023-03-02,Este,A,271,170
2023-03-02,Este,B,238,37
2023-03-02,Este,C,299,150
2023-03-02,Este,D,156,196
2023-03-02,Oeste,A,210,25
2023-03-02,Oeste,B,308,283
2023-03-02,Oeste,C,348,91
2023-03-02,Oeste,D,56,122
2023-03-03,Norte,A,173,94
2023-03-03,Norte,B,218,200
2023-03-03,Norte,C,320,171
2023-03-03,Norte,D,461,289
2023-03-03,Sur,A,453,71
2023-03-03,Sur,B,169,295
2023-03-03,Sur,C,337,124
2023-03-03,Sur,D,324,125
2023-03-03,Este,A,130,140
2023-03-03,Este,B,189,48
2023-03-03,Este,C,166,201
2023-03-03,Este,D,385,253
2023-03-03,Oeste,A,387,103
2023-03-03,Oeste,B,499,256
2023-03-03,Oeste,C,133,35
2023-03-03,Oeste,D,433,178
2023-03-04,Norte,A,192,209
2023-03-04,Norte,B,176,81
2023-03-04,Norte,C,70,224
2023-03-04,Norte,D,309,67
2023-03-04,Sur,A,434,271
2023-03-04,Sur,B,223,170
2023-03-04,Sur,C,378,35
2023-03-04,Sur,D,180,74
2023-03-04,Este,A,371,212
2023-03-04,Este,B,416,246
2023-03-04,Este,C,426,259
2023-03-04,Este,D,423,279
2023-03-04,Oeste,A,197,282
2023-03-04,Oeste,B,493,259
2023-03-04,Oeste,C,388,32
2023-03-04,Oeste,D,420,29
2023-03-05,Norte,A,369,215
2023-03-05,Norte,B,50,295
2023-03-05,Norte,C,295,47
2023-03-05,Norte,D,354,183
2023-03-05,Sur,A,254,208
2023-03-05,Sur,B,496,112
2023-03-05,Sur,C,422,148
2023-03-05,Sur,D,363,166
2023-03-05,Este,A,479,142
2023-03-05,Este,B,166,177
2023-03-05,Este,C,384,109
2023-03-05,Este,D,228,277
2023-03-05,Oeste,A,478,202
2023-03-05,Oeste,B,217,78
2023-03-05,Oeste,C,245,202
2023-03-05,Oeste,D,193,86
2023-03-06,Norte,A,209,40
2023-03-06,Norte,B,372,62
2023-03-06,Norte,C,352,170
2023-03-06,Norte,D,97,74
2023-03-06,Sur,A,283,218
2023-03-06,Sur,B,153,27
2023-03-06,Sur,C,475,31
2023-03-06,Sur,D,308,279
2023-03-06,Este,A,391,243
2023-03-06,Este,B,474,133
2023-03-06,Este,C,311,179
2023-03-06,Este,D,312,37
2023-03-06,Oeste,A,446,196
2023-03-06,Oeste,B,177,214
2023-03-06,Oeste,C,277,240
2023-03-06,Oeste,D,170,290
2023-03-07,Norte,A,438,41
2023-03-07,Norte,B,174,70
2023-03-07,Norte,C,468,124
2023-03-07,Norte,D,204,200
2023-03-07,Sur,A,392,116
2023-03-07,Sur,B,259,177
2023-03-07,Sur,C,86,33
2023-03-07,Sur,D,243,97
2023-03-07,Este,A,393,209
2023-03-07,Este,B,117,38
2023-03-07,Este,C,197,132
2023-03-07,Este,D,477,293
2023-03-07,Oeste,A,272,182
2023-03-07,Oeste,B,416,245
2023-03-07,Oeste,C,366,276
2023-03-07,Oeste,D,233,178
2023-03-08,Norte,A,269,299
2023-03-08,Norte,B,255,62
2023-03-08,Norte,C,387,100
2023-03-08,Norte,D,236,193
2023-03-08,Sur,A,491,184
2023-03-08,Sur,B,228,260
2023-03-08,Sur,C,262,178
2023-03-08,Sur,D,315,37
2023-03-08,Este,A,91,141
2023-03-08,Este,B,299,147
2023-03-08,Este,C,86,23
2023-03-08,Este,D,287,206
2023-03-08,Oeste,A,435,293
2023-03-08,Oeste,B,248,202
2023-03-08,Oeste,C,140,81
2023-03-08,Oeste,D,250,74
2023-03-09,Norte,A,400,120
2023-03-09,Norte,B,85,44
2023-03-09,Norte,C,362,112
2023-03-09,Norte,D,198,38
2023-03-09,Sur,A,58,134
2023-03-09,Sur,B,113,86
2023-03-09,Sur,C,245,278
2023-03-09,Sur,D,436,235
2023-03-09,Este,A,250,253
2023-03-09,Este,B,277,164
2023-03-09,Este,C,396,120
2023-03-09,Este,D,380,265
2023-03-09,Oeste,A,57,230
2023-03-09,Oeste,B,157,137
2023-03-09,Oeste,C,422,286
2023-03-09,Oeste,D,270,161
2023-03-10,Norte,A,76,85
2023-03-10,Norte,B,312,144
2023-03-10,Norte,C,214,66
2023-03-10,Norte,D,227,249
2023-03-10,Sur,A,120,76
2023-03-10,Sur,B,346,161
2023-03-10,Sur,C,188,267
2023-03-10,Sur,D,202,253
2023-03-10,Este,A,206,176
2023-03-10,Este,B,78,237
2023-03-10,Este,C,346,261
2023-03-10,Este,D,139,276
2023-03-10,Oeste,A,493,222
2023-03-10,Oeste,B,116,106
2023-03-10,Oeste,C,461,79
2023-03-10,Oeste,D,77,148
2023-03-11,Norte,A,498,108
2023-03-11,Norte,B,201,236
2023-03-11,Norte,C,140,91
2023-03-11,Norte,D,423,169
2023-03-11,Sur,A,285,170
2023-03-11,Sur,B,375,25
2023-03-11,Sur,C,63,42
2023-03-11,Sur,D,487,88
2023-03-11,Este,A,113,85
2023-03-11,Este,B,195,125
2023-03-11,Este,C,230,21
2023-03-11,Este,D,336,125
2023-03-11,Oeste,A,138,251
2023-03-11,Oeste,B,195,141
2023-03-11,Oeste,C,238,36
2023-03-11,Oeste,D,104,278
2023-03-12,Norte,A,311,151
2023-03-12,Norte,B,188,79
2023-03-12,Norte,C,251,99
2023-03-12,Norte,D,487,258
2023-03-12,Sur,A,436,283
2023-03-12,Sur,B,432,200
2023-03-12,Sur,C,258,198
2023-03-12,Sur,D,294,50
2023-03-12,Este,A,87,237
2023-03-12,Este,B,308,167
2023-03-12,Este,C,283,210
2023-03-12,Este,D,211,157
2023-03-12,Oeste,A,219,69
2023-03-12,Oeste,B,288,80
2023-03-12,Oeste,C,385,202
2023-03-12,Oeste,D,216,254
2023-03-13,Norte,A,254,264
2023-03-13,Norte,B,113,38
2023-03-13,Norte,C,435,240
2023-03-13,Norte,D,57,255
2023-03-13,Sur,A,356,43
2023-03-13,Sur,B,104,251
2023-03-13,Sur,C,105,253
2023-03-13,Sur,D,431,240
2023-03-13,Este,A,94,38
2023-03-13,Este,B,364,227
2023-03-13,Este,C,427,74
2023-03-13,Este,D,458,251
2023-03-13,Oeste,A,180,282
2023-03-13,Oeste,B,285,58
2023-03-13,Oeste,C,485,166
2023-03-13,Oeste,D,350,135
2023-03-14,Norte,A,197,254
2023-03-14,Norte,B,63,64
2023-03-14,Norte,C,483,265
2023-03-14,Norte,D,391,198
2023-03-14,Sur,A,144,22
2023-03-14,Sur,B,249,256
2023-03-14,Sur,C,356,73
2023-03-14,Sur,D,120,90
2023-03-14,Este,A,316,113
2023-03-14,Este,B,356,73
2023-03-14,Este,C,138,64
2023-03-14,Este,D,277,223
2023-03-14,Oeste,A,303,105
2023-03-14,Oeste,B,179,171
2023-03-14,Oeste,C,204,294
2023-03-14,Oeste,D,184,91
2023-03-15,Norte,A,89,227
2023-03-15,Norte,B,209,32
2023-03-15,Norte,C,184,197
2023-03-15,Norte,D,374,195
2023-03-15,Sur,A,193,102
2023-03-15,Sur,B,491,74
2023-03-15,Sur,C,193,162
2023-03-15,Sur,D,51,287
2023-03-15,Este,A,286,255
2023-03-15,Este,B,69,299
2023-03-15,Este,C,284,257
2023-03-15,Este,D,454,175
2023-03-15,Oeste,A,298,156
2023-03-15,Oeste,B,57,164
2023-03-15,Oeste,C,125,97
2023-03-15,Oeste,D,111,46
2023-03-16,Norte,A,52,75
2023-03-16,Norte,B,362,189
2023-03-16,Norte,C,226,180
2023-03-16,Norte,D,286,249
2023-03-16,Sur,A,273,27
2023-03-16,Sur,B,453,158
2023-03-16,Sur,C,136,281
2023-03-16,Sur,D,126,136
2023-03-16,Este,A,497,62
2023-03-16,Este,B,213,295
2023-03-16,Este,C,329,108
2023-03-16,Este,D,415,187
2023-03-16,Oeste,A,356,213
2023-03-16,Oeste,B,68,277
2023-03-16,Oeste,C,443,109
2023-03-16,Oeste,D,437,149
2023-03-17,Norte,A,348,207
2023-03-17,Norte,B,75,266
2023-03-17,Norte,C,142,109
2023-03-17,Norte,D,349,231
2023-03-17,Sur,A,385,144
2023-03-17,Sur,B,112,57
2023-03-17,Sur,C,260,68
2023-03-17,Sur,D,134,272
2023-03-17,Este,A,299,28
2023-03-17,Este,B,149,88
2023-03-17,Este,C,159,201
2023-03-17,Este,D,150,212
2023-03-17,Oeste,A,171,158
2023-03-17,Oeste,B,293,239
2023-03-17,Oeste,C,389,149
2023-03-17,Oeste,D,154,163
2023-03-18,Norte,A,126,118
2023-03-18,Norte,B,480,256
2023-03-18,Norte,C,236,117
2023-03-18,Norte,D,263,226
2023-03-18,Sur,A,446,183
2023-03-18,Sur,B,124,101
2023-03-18,Sur,C,332,166
2023-03-18,Sur,D,182,180
2023-03-18,Este,A,398,121
2023-03-18,Este,B,445,163
2023-03-18,Este,C,262,251
2023-03-18,Este,D,180,114
2023-03-18,Oeste,A,392,73
2023-03-18,Oeste,B,444,223
2023-03-18,Oeste,C,463,286
2023-03-18,Oeste,D,457,150
2023-03-19,Norte,A,429,279
2023-03-19,Norte,B,245,43
2023-03-19,Norte,C,180,212
2023-03-19,Norte,D,340,216
2023-03-19,Sur,A,464,58
2023-03-19,Sur,B,287,161
2023-03-19,Sur,C,369,134
2023-03-19,Sur,D,320,221
2023-03-19,Este,A,177,165
2023-03-19,Este,B,295,294
2023-03-19,Este,C,222,293
2023-03-19,Este,D,77,158
2023-03-19,Oeste,A,404,113
2023-03-19,Oeste,B,376,225
2023-03-19,Oeste,C,97,139
2023-03-19,Oeste,D,127,193
2023-03-20,Norte,A,108,168
2023-03-20,Norte,B,452,165
2023-03-20,Norte,C,211,52
2023-03-20,Norte,D,486,168
2023-03-20,Sur,A,282,200
2023-03-20,Sur,B,88,184
2023-03-20,Sur,C,415,33
2023-03-20,Sur,D,431,260
2023-03-20,Este,A,481,141
2023-03-20,Este,B,253,236
2023-03-20,Este,C,229,177
2023-03-20,Este,D,87,172
2023-03-20,Oeste,A,310,209
2023-03-20,Oeste,B,431,131
2023-03-20,Oeste,C,390,120
2023-03-20,Oeste,D,205,168
2023-03-21,Norte,A,449,292
2023-03-21,Norte,B,399,160
2023-03-21,Norte,C,96,21
2023-03-21,Norte,D,206,169
2023-03-21,Sur,A,225,43
2023-03-21,Sur,B,188,122
2023-03-21,Sur,C,162,107
2023-03-21,Sur,D,268,46
2023-03-21,Este,A,365,240
2023-03-21,Este,B,272,290
2023-03-21,Este,C,481,200
2023-03-21,Este,D,283,28
2023-03-21,Oeste,A,304,245
2023-03-21,Oeste,B,175,247
2023-03-21,Oeste,C,199,126
2023-03-21,Oeste,D,384,84
2023-03-22,Norte,A,182,137
2023-03-22,Norte,B,416,161
2023-03-22,Norte,C,413,196
2023-03-22,Norte,D,110,24
2023-03-22,Sur,A,211,111
2023-03-22,Sur,B,386,100
2023-03-22,Sur,C,330,163
2023-03-22,Sur,D,280,203
2023-03-22,Este,A,198,196
2023-03-22,Este,B,363,269
2023-03-22,Este,C,196,48
2023-03-22,Este,D,58,76
2023-03-22,Oeste,A,263,189
2023-03-22,Oeste,B,493,76
2023-03-22,Oeste,C,449,29
2023-03-22,Oeste,D,271,216
2023-03-23,Norte,A,309,219
2023-03-23,Norte,B,226,49
2023-03-23,Norte,C,313,191
2023-03-23,Norte,D,317,135
2023-03-23,Sur,A,398,271
2023-03-23,Sur,B,304,159
2023-03-23,Sur,C,90,89
2023-03-23,Sur,D,62,265
2023-03-23,Este,A,348,59
2023-03-23,Este,B,119,57
2023-03-23,Este,C,195,160
2023-03-23,Este,D,493,27
2023-03-23,Oeste,A,225,269
2023-03-23,Oeste,B,479,154
2023-03-23,Oeste,C,307,199
2023-03-23,Oeste,D,74,29
2023-03-24,Norte,A,421,172
2023-03-24,Norte,B,70,99
2023-03-24,Norte,C,118,177
2023-03-24,Norte,D,344,223
2023-03-24,Sur,A,200,235
2023-03-24,Sur,B,73,139
2023-03-24,Sur,C,73,264
2023-03-24,Sur,D,166,30
2023-03-24,Este,A,241,250
2023-03-24,Este,B,311,98
2023-03-24,Este,C,220,149
2023-03-24,Este,D,51,123
2023-03-24,Oeste,A,249,205
2023-03-24,Oeste,B,136,180
2023-03-24,Oeste,C,77,271
2023-03-24,Oeste,D,185,123
2023-03-25,Norte,A,351,127
2023-03-25,Norte,B,176,193
2023-03-25,Norte,C,498,196
2023-03-25,Norte,D,476,176
2023-03-25,Sur,A,299,128
2023-03-25,Sur,B,497,146
2023-03-25,Sur,C,376,34
2023-03-25,Sur,D,84,234
2023-03-25,Este,A,146,119
2023-03-25,Este,B,351,152
2023-03-25,Este,C,287,221
2023-03-25,Este,D,132,290
2023-03-25,Oeste,A,490,29
2023-03-25,Oeste,B,177,245
2023-03-25,Oeste,C,364,117
2023-03-25,Oeste,D,137,144
2023-03-26,Norte,A,291,293
2023-03-26,Norte,B,66,90
2023-03-26,Norte,C,360,229
2023-03-26,Norte,D,412,183
2023-03-26,Sur,A,70,151
2023-03-26,Sur,B,326,45
2023-03-26,Sur,C,91,72
2023-03-26,Sur,D,177,56
2023-03-26,Este,A,308,185
2023-03-26,Este,B,164,249
2023-03-26,Este,C,180,275
2023-03-26,Este,D,399,274
2023-03-26,Oeste,A,451,194
2023-03-26,Oeste,B,472,286
2023-03-26,Oeste,C,378,298
2023-03-26,Oeste,D,74,177
2023-03-27,Norte,A,199,156
2023-03-27,Norte,B,457,55
2023-03-27,Norte,C,270,189
2023-03-27,Norte,D,364,63
2023-03-27,Sur,A,187,213
2023-03-27,Sur,B,154,151
2023-03-27,Sur,C,374,36
2023-03-27,Sur,D,338,139
2023-03-27,Este,A,442,149
2023-03-27,Este,B,72,267
2023-03-27,Este,C,172,80
2023-03-27,Este,D,138,184
2023-03-27,Oeste,A,300,281
2023-03-27,Oeste,B,449,37
2023-03-27,Oeste,C,256,235
2023-03-27,Oeste,D,456,140
2023-03-28,Norte,A,62,21
2023-03-28,Norte,B,103,77
2023-03-28,Norte,C,382,165
2023-03-28,Norte,D,277,82
2023-03-28,Sur,A,378,237
2023-03-28,Sur,B,470,156
2023-03-28,Sur,C,62,249
2023-03-28,Sur,D,67,167
2023-03-28,Este,A,430,62
2023-03-28,Este,B,488,214
2023-03-28,Este,C,455,143
2023-03-28,Este,D,131,225
2023-03-28,Oeste,A,141,269
2023-03-28,Oeste,B,234,21
2023-03-28,Oeste,C,250,55
2023-03-28,Oeste,D,485,72
2023-03-29,Norte,A,266,85
2023-03-29,Norte,B,230,168
2023-03-29,Norte,C,196,262
2023-03-29,Norte,D,184,102
2023-03-29,Sur,A,369,284
2023-03-29,Sur,B,496,76
2023-03-29,Sur,C,235,232
2023-03-29,Sur,D,88,146
2023-03-29,Este,A,364,134
2023-03-29,Este,B,455,111
2023-03-29,Este,C,351,237
2023-03-29,Este,D,290,236
2023-03-29,Oeste,A,123,254
2023-03-29,Oeste,B,390,183
2023-03-29,Oeste,C,122,36
2023-03-29,Oeste,D,280,139
2023-03-30,Norte,A,141,43
2023-03-30,Norte,B,115,207
2023-03-30,Norte,C,82,113
2023-03-30,Norte,D,222,228
2023-03-30,Sur,A,146,144
2023-03-30,Sur,B,236,22
2023-03-30,Sur,C,245,62
2023-03-30,Sur,D,110,208
2023-03-30,Este,A,443,75
2023-03-30,Este,B,172,147
2023-03-30,Este,C,279,296
2023-03-30,Este,D,141,68
2023-03-30,Oeste,A,211,146
2023-03-30,Oeste,B,237,44
2023-03-30,Oeste,C,369,36
2023-03-30,Oeste,D,316,168
2023-03-31,Norte,A,475,187
2023-03-31,Norte,B,499,202
2023-03-31,Norte,C,164,278
2023-03-31,Norte,D,349,58
2023-03-31,Sur,A,120,69
2023-03-31,Sur,B,185,199
2023-03-31,Sur,C,487,72
2023-03-31,Sur,D,341,234
2023-03-31,Este,A,339,174
2023-03-31,Este,B,368,253
2023-03-31,Este,C,218,214
2023-03-31,Este,D,338,78
2023-03-31,Oeste,A,174,143
2023-03-31,Oeste,B,114,122
2023-03-31,Oeste,C,110,259
2023-03-31,Oeste,D,238,292
2023-04-01,Norte,A,189,147
2023-04-01,Norte,B,266,271
2023-04-01,Norte,C,344,292
2023-04-01,Norte,D,219,127
2023-04-01,Sur,A,341,143
2023-04-01,Sur,B,265,112
2023-04-01,Sur,C,381,89
2023-04-01,Sur,D,211,280
2023-04-01,Este,A,104,298
2023-04-01,Este,B,284,299
2023-04-01,Este,C,155,269
2023-04-01,Este,D,164,193
2023-04-01,Oeste,A,423,259
2023-04-01,Oeste,B,479,72
2023-04-01,Oeste,C,389,153
2023-04-01,Oeste,D,231,298
2023-04-02,Norte,A,296,259
2023-04-02,Norte,B,161,246
2023-04-02,Norte,C,253,159
2023-04-02,Norte,D,123,196
2023-04-02,Sur,A,107,77
2023-04-02,Sur,B,378,171
2023-04-02,Sur,C,481,179
2023-04-02,Sur,D,378,226
2023-04-02,Este,A,218,272
2023-04-02,Este,B,316,30
2023-04-02,Este,C,457,230
2023-04-02,Este,D,494,150
2023-04-02,Oeste,A,497,274
2023-04-02,Oeste,B,350,291
2023-04-02,Oeste,C,362,67
2023-04-02,Oeste,D,479,183
2023-04-03,Norte,A,385,189
2023-04-03,Norte,B,215,219
2023-04-03,Norte,C,307,181
2023-04-03,Norte,D,449,115
2023-04-03,Sur,A,395,220
2023-04-03,Sur,B,171,214
2023-04-03,Sur,C,139,108
2023-04-03,Sur,D,377,291
2023-04-03,Este,A,232,37
2023-04-03,Este,B,275,24
2023-04-03,Este,C,487,207
2023-04-03,Este,D,99,192
2023-04-03,Oeste,A,264,293
2023-04-03,Oeste,B,196,29
2023-04-03,Oeste,C,455,164
2023-04-03,Oeste,D,85,252
2023-04-04,Norte,A,121,29
2023-04-04,Norte,B,263,262
2023-04-04,Norte,C,262,244
2023-04-04,Norte,D,320,239
2023-04-04,Sur,A,484,198
2023-04-04,Sur,B,360,188
2023-04-04,Sur,C,129,87
2023-04-04,Sur,D,166,22
2023-04-04,Este,A,51,48
2023-04-04,Este,B,106,230
2023-04-04,Este,C,427,194
2023-04-04,Este,D,278,93
2023-04-04,Oeste,A,187,189
2023-04-04,Oeste,B,78,102
2023-04-04,Oeste,C,363,197
2023-04-04,Oeste,D,387,86
2023-04-05,Norte,A,146,277
2023-04-05,Norte,B,463,243
2023-04-05,Norte,C,273,176
2023-04-05,Norte,D,148,93
2023-04-05,Sur,A,359,212
2023-04-05,Sur,B,265,68
2023-04-05,Sur,C,160,64
2023-04-05,Sur,D,154,283
2023-04-05,Este,A,431,51
2023-04-05,Este,B,239,167
2023-04-05,Este,C,216,117
2023-04-05,Este,D,118,191
2023-04-05,Oeste,A,231,183
2023-04-05,Oeste,B,189,185
2023-04-05,Oeste,C,378,156
2023-04-05,Oeste,D,251,216
2023-04-06,Norte,A,431,188
2023-04-06,Norte,B,91,195
2023-04-06,Norte,C,66,195
2023-04-06,Norte,D,242,69
2023-04-06,Sur,A,285,140
2023-04-06,Sur,B,379,148
2023-04-06,Sur,C,272,202
2023-04-06,Sur,D,396,101
2023-04-06,Este,A,83,236
2023-04-06,Este,B,324,41
2023-04-06,Este,C,489,22
2023-04-06,Este,D,115,240
2023-04-06,Oeste,A,269,65
2023-04-06,Oeste,B,187,128
2023-04-06,Oeste,C,318,232
2023-04-06,Oeste,D,482,175
2023-04-07,Norte,A,250,223
2023-04-07,Norte,B,131,242
2023-04-07,Norte,C,258,281
2023-04-07,Norte,D,483,87
2023-04-07,Sur,A,249,186
2023-04-07,Sur,B,297,229
2023-04-07,Sur,C,285,235
2023-04-07,Sur,D,278,59
2023-04-07,Este,A,278,98
2023-04-07,Este,B,50,270
2023-04-07,Este,C,414,70
2023-04-07,Este,D,52,247
2023-04-07,Oeste,A,470,78
2023-04-07,Oeste,B,132,49
2023-04-07,Oeste,C,273,258
2023-04-07,Oeste,D,91,221
2023-04-08,Norte,A,74,80
2023-04-08,Norte,B,135,94
2023-04-08,Norte,C,277,183
2023-04-08,Norte,D,348,120
2023-04-08,Sur,A,105,27
2023-04-08,Sur,B,315,84
2023-04-08,Sur,C,65,159
2023-04-08,Sur,D,304,165
2023-04-08,Este,A,92,172
2023-04-08,Este,B,151,118
2023-04-08,Este,C,383,174
2023-04-08,Este,D,456,288
2023-04-08,Oeste,A,411,139
2023-04-08,Oeste,B,171,39
2023-04-08,Oeste,C,56,72
2023-04-08,Oeste,D,433,119
2023-04-09,Norte,A,299,163
2023-04-09,Norte,B,313,137
2023-04-09,Norte,C,221,122
2023-04-09,Norte,D,273,247
2023-04-09,Sur,A,490,276
2023-04-09,Sur,B,309,283
2023-04-09,Sur,C,287,90
2023-04-09,Sur,D,179,145
2023-04-09,Este,A,491,140
2023-04-09,Este,B,408,24
2023-04-09,Este,C,169,212
2023-04-09,Este,D,144,77
2023-04-09,Oeste,A,275,109
2023-04-09,Oeste,B,269,280
2023-04-09,Oeste,C,165,193
2023-04-09,Oeste,D,57,67
2023-04-10,Norte,A,104,121
2023-04-10,Norte,B,286,190
2023-04-10,Norte,C,227,221
2023-04-10,Norte,D,113,166
2023-04-10,Sur,A,338,115
2023-04-10,Sur,B,116,253
2023-04-10,Sur,C,310,139
2023-04-10,Sur,D,266,147
2023-04-10,Este,A,406,135
2023-04-10,Este,B,397,45
2023-04-10,Este,C,223,121
2023-04-10,Este,D,94,143
2023-04-10,Oeste,A,130,202
2023-04-10,Oeste,B,323,147
2023-04-10,Oeste,C,196,84
2023-04-10,Oeste,D,252,251
2023-04-11,Norte,A,265,182
2023-04-11,Norte,B,275,192
2023-04-11,Norte,C,170,280
2023-04-11,Norte,D,253,232
2023-04-11,Sur,A,444,36
2023-04-11,Sur,B,105,100
2023-04-11,Sur,C,175,298
2023-04-11,Sur,D,71,104
2023-04-11,Este,A,324,160
2023-04-11,Este,B,369,281
2023-04-11,Este,C,171,56
2023-04-11,Este,D,233,162
2023-04-11,Oeste,A,436,85
2023-04-11,Oeste,B,373,99
2023-04-11,Oeste,C,53,76
2023-04-11,Oeste,D,344,66
2023-04-12,Norte,A,176,169
2023-04-12,Norte,B,92,281
2023-04-12,Norte,C,73,198
2023-04-12,Norte,D,406,184
2023-04-12,Sur,A,193,59
2023-04-12,Sur,B,102,181
2023-04-12,Sur,C,159,27
2023-04-12,Sur,D,208,145
2023-04-12,Este,A,333,133
2023-04-12,Este,B,443,247
2023-04-12,Este,C,284,76
2023-04-12,Este,D,432,282
2023-04-12,Oeste,A,288,217
2023-04-12,Oeste,B,78,299
2023-04-12,Oeste,C,217,170
2023-04-12,Oeste,D,66,172
2023-04-13,Norte,A,356,95
2023-04-13,Norte,B,119,121
2023-04-13,Norte,C,324,202
2023-04-13,Norte,D,313,129
2023-04-13,Sur,A,186,163
2023-04-13,Sur,B,301,90
2023-04-13,Sur,C,126,116
2023-04-13,Sur,D,418,226
2023-04-13,Este,A,340,218
2023-04-13,Este,B,60,95
2023-04-13,Este,C,195,144
